date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:34	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:34	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:34	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:34	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:34	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:35	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:35	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:35	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:35	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:35	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:36	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:36	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:36	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:36	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2015%20May%203718%2014:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/petro/Desktop/asdasd/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.25.delayed	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:37	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:37	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2015%20May%203718%2014:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/petro/Desktop/asdasd/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:37	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:37	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2015%20May%203718%2014:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/petro/Desktop/asdasd/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:38	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:38	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2015%20May%203718%2014:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/petro/Desktop/asdasd/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:38	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:38	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2015%20May%203718%2014:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/petro/Desktop/asdasd/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:38	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:39	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:39	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:39	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/petro/Desktop/asdasd/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66381133cba4d75ef915bc6e/10/5c5a519771c10ba3470d8101/66381133cba4d75ef915bc75/1523/site.css)
22:04:40	134449/134449	---M--	200	added ('OK')	image/jpeg	etag:CLKXhvH0noMDEAE=	https://images.squarespace-cdn.com/content/v1/6581fd2d9a7c875e912e0907/838def3e-d424-4283-ac90-6e9bc422b6ee/4184049.jpg	C:/Users/petro/Desktop/asdasd/images.squarespace-cdn.com/content/v1/6581fd2d9a7c875e912e0907/838def3e-d424-4283-ac90-6e9bc422b6ee/4184049.jpg	(from https://www.sushicatmeme.com/about)
22:04:40	120465/120465	---M--	200	added ('OK')	image/jpeg	etag:CJibwp2tnIMDEAE=	https://images.squarespace-cdn.com/content/v1/6581fd2d9a7c875e912e0907/a5f53f79-f8ad-4ad3-941a-d9fcf0df2394/Sleek+Objects+2.jpg	C:/Users/petro/Desktop/asdasd/images.squarespace-cdn.com/content/v1/6581fd2d9a7c875e912e0907/a5f53f79-f8ad-4ad3-941a-d9fcf0df2394/Sleek+Objects+2.jpg	(from https://www.sushicatmeme.com/about)
22:04:41	68688/68688	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22050cc67f6678aaee45c360dfad9eaf85%22	https://www.sushicatmeme.com/services	C:/Users/petro/Desktop/asdasd/www.sushicatmeme.com/services.34.delayed	(from https://www.sushicatmeme.com/about)
